[rosmaster.main][INFO] 2025-11-18 22:07:36,150: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2025-11-18 22:07:36,151: Starting ROS Master Node
[rosmaster.master][INFO] 2025-11-18 22:07:36,309: +PARAM [/play_motion/motions/reach_floor/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,309: +PARAM [/play_motion/motions/reach_floor/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/reach_max/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/reach_max/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/reach_max/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/reach_max/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/reach_max/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/prepare_grasp/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/prepare_grasp/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/prepare_grasp/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/prepare_grasp/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/prepare_grasp/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/inspect_surroundings/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/inspect_surroundings/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/inspect_surroundings/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/inspect_surroundings/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/inspect_surroundings/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/close_gripper/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/close_gripper/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/close/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/close/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,310: +PARAM [/play_motion/motions/close/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_gripper_half/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_gripper_half/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_half/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_half/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_half/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_half/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/close_half/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open_gripper/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open_gripper/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/open/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/point/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/point/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/point/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,311: +PARAM [/play_motion/motions/point/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/point/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/wave/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/wave/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/wave/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/wave/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/wave/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/pregrasp_weight/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/pregrasp_weight/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/pregrasp_weight/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/pregrasp_weight/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/pregrasp_weight/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/do_weights/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/do_weights/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/do_weights/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/do_weights/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/do_weights/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/offer_gripper/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/offer_gripper/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,312: +PARAM [/play_motion/motions/offer/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/offer/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/offer/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/offer/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/offer/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/shake_hands/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/shake_hands/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/shake_hands/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/shake_hands/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/shake_hands/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/pick_from_floor/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/pick_from_floor/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/pick_from_floor/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/pick_from_floor/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/pick_from_floor/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/head_tour/joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/head_tour/points] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/head_tour/meta/name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/head_tour/meta/usage] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/motions/head_tour/meta/description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/disable_motion_planning] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,313: +PARAM [/play_motion/approach_planner/planning_groups] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/play_motion/approach_planner/exclude_from_planning_joints] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/play_motion/approach_planner/joint_tolerance] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/play_motion/approach_planner/skip_planning_approach_vel] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/play_motion/approach_planner/skip_planning_approach_min_dur] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_semantic] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/move_group/robot_description_planning/default_robot_link_padding/arm_5_link] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/default_velocity_scaling_factor] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_2_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_2_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_2_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_2_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_1_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_1_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_1_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_1_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_6_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_6_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_6_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_6_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_7_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_7_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,314: +PARAM [/robot_description_planning/joint_limits/arm_7_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_7_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_4_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_4_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_4_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_4_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_5_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_5_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_5_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_5_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_3_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_3_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_3_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/arm_3_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/torso_lift_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/torso_lift_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/torso_lift_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/torso_lift_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/gripper_left_finger_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/gripper_left_finger_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/gripper_left_finger_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,315: +PARAM [/robot_description_planning/joint_limits/gripper_left_finger_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_right_finger_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_right_finger_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_right_finger_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_right_finger_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_finger_joint/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_finger_joint/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_finger_joint/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_planning/joint_limits/gripper_finger_joint/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm_torso/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm_torso/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm_torso/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm_torso/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm/kinematics_solver] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm/kinematics_solver_search_resolution] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm/kinematics_solver_timeout] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/robot_description_kinematics/arm/kinematics_solver_attempts] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/move_group/planning_plugin] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/move_group/request_adapters] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,316: +PARAM [/move_group/start_state_max_bounds_error] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/SBLkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/ESTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/LBKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/BKPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/KPIECEkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/RRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/RRTConnectkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/RRTstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/TRRTkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/PRMkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/planner_configs/PRMstarkConfigDefault/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm_torso/planner_configs] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm_torso/projection_evaluator] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm_torso/longest_valid_segment_fraction] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm/planner_configs] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm/projection_evaluator] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/arm/longest_valid_segment_fraction] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/moveit_manage_controllers] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/trajectory_execution/allowed_execution_duration_scaling] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/trajectory_execution/allowed_goal_duration_margin] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,317: +PARAM [/move_group/moveit_controller_manager] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/controller_manager_name] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/use_controller_manager] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/controller_manager_ns] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/controller_list] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/allow_trajectory_execution] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/max_safe_path_cost] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/jiggle_fraction] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/capabilities] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/disable_capabilities] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/planning_scene_monitor/publish_planning_scene] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/planning_scene_monitor/publish_geometry_updates] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/planning_scene_monitor/publish_state_updates] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/move_group/planning_scene_monitor/publish_transforms_updates] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/robot_state_publisher/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/robot_state_publisher/tf_prefix] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/twist_mux/locks] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/twist_mux/topics] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/joystick_relay/priority] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/joystick_relay/turbo/linear_forward_min] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/joystick_relay/turbo/linear_forward_max] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/joystick_relay/turbo/linear_backward_min] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,318: +PARAM [/joystick_relay/turbo/linear_backward_max] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/joystick_relay/turbo/angular_min] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/joystick_relay/turbo/angular_max] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/joystick_relay/turbo/steps] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/dynamic_footprint_publisher/footprint] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/dynamic_footprint_publisher/link_list] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/dynamic_footprint_publisher/padding] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/collision_decomposition_description] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/extra_capsule_descriptions/arm_7_link/position] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/extra_capsule_descriptions/arm_7_link/orientation] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/extra_capsule_descriptions/arm_7_link/l] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/extra_capsule_descriptions/arm_7_link/r] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/capsule_collision_operations] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/useHead] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/force_torque/wrist_ft/frame] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/dt] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/floating_base] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/formulation] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/stack_configuration] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/solver_type] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/initialize_bfp_tf] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,319: +PARAM [/whole_body_kinematic_controller/use_home_posture] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,320: +PARAM [/whole_body_kinematic_controller/use_odom] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,320: +PARAM [/whole_body_kinematic_controller/robot_model_chains] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,320: +PARAM [/whole_body_kinematic_controller/default_configuration/arm_1_joint] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,320: +PARAM [/whole_body_kinematic_controller/default_configuration/arm_2_joint] by /roslaunch
[rosmaster.master][INFO] 2025-11-18 22:07:36,320: +PARAM [/whole_body_kinematic_controller/default_configuration/arm_3_joint] by /roslaunch
